"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
391a72ed,query,214,505.019
395f2209,welcome,75,22.381
b85d47a6,query,129,453.724
38b947b1,explore,29,142.205
37874df2,index,14,59.296
38c1a11e,welcome,55,22.732
b86e62d2,explore,34,127.833
b8d33c36,welcome,12,29.868
3715e55a,,103,
38f6f67d,explore,148,144.861
38e6b63d,query,165,452.460
b8975ca1,query,49,400.311
b878fc6f,query,75,415.775
b8c6bc84,query,276,466.865
b988c693,explore,122,140.250
381e9490,explore,209,206.728
b8ef90e3,query,17,227.198
384bd788,query,17,389.327
b9001574,explore,22,110.361
393dfc60,query,238,349.862
39491dc0,query,66,450.967
38f57621,explore,316,93.474
b8b84ca8,welcome,11,30.146
37625f95,query,30,365.393
b8b7f4ed,explore,22,53.532
b92cf46d,explore,79,76.482
38c1a11e,welcome,23,23.338
b911a261,query,17,499.267
b8e095e6,explore,134,148.080
37b718a2,query,27,416.150
b9176de7,welcome,15,35.346
b875edba,query,75,368.534
b99795ae,query,273,348.182
b8a5da63,query,117,437.558
38a6eb8d,explore,436,102.414
b8e095e6,query,17,366.517
b787821d,welcome,10,19.760
3831c504,query,248,419.507
b8d33c36,,11,
36df5f4d,index,10,22.998
b96586a1,query,76,481.219
37ad6b5d,explore,22,113.456
37f8075c,query,34,458.118
38e6b63d,welcome,97,29.078
b8447d62,,23,
358c9a0c,index,10,41.053
b916f5ba,explore,22,81.752
38e1bb0f,index,14,67.696
b8793ac8,index,10,58.799
b843e013,query,21,335.156
398a653a,explore,30,133.692
b85d4e3f,welcome,20,15.019
b7f001d1,query,17,410.897
39248759,,87,
37f8dca3,query,17,356.840
b93becd3,query,227,428.716
38886257,explore,53,62.225
b93a2185,explore,22,79.280
b8e12e6e,query,88,416.168
378f49a4,query,92,435.126
3909104a,query,38,445.215
381057b5,query,40,375.886
b8a4310c,welcome,121,14.896
b818a1d2,welcome,27,33.222
b89767e9,query,44,187.336
b8a1cb67,explore,138,135.942
b7f3e9fd,query,17,401.972
38abd294,index,25,48.195
38d3372b,index,4,18.084
38e4b42d,query,99,466.804
b9342036,explore,34,120.934
381e19e6,query,235,291.972
387598a7,query,96,403.554
39413b27,query,20,339.256
b601d89f,explore,63,101.825
b93cb6bd,query,133,353.799
38f26f07,,67,
38f6f67d,welcome,8,28.819
34ee03b8,explore,101,74.239
37c357dc,explore,78,151.286
363a51ea,query,78,356.791
35fec392,query,95,230.514
384ca519,explore,450,123.112
37b33c75,welcome,17,39.857
b8817b4a,index,29,42.795
37874df2,explore,22,92.010
b9441603,index,7,76.978
36b84dc0,index,28,39.776
38ac9e6f,query,17,250.943
37fb1a4f,welcome,26,25.991
b8b1e3af,welcome,28,21.400
b7c0e8b3,welcome,7,35.349
b8653385,query,285,364.591
39413b27,explore,35,137.725
37c357dc,,20,
38aa93e0,query,143,333.858
b7112974,welcome,7,32.892
38ac9e6f,explore,328,98.451
36954c40,query,17,335.689
b86d5dbd,query,100,342.025
b5a47725,welcome,15,38.193
b843e013,explore,359,127.515
b8b1e3af,query,42,415.851
b8c1fbac,welcome,7,19.405
b8a12480,welcome,66,13.938
37ac3bea,,57,
b8fa8577,,39,
38b0092b,explore,175,52.796
37ad6b5d,index,4,45.940
37b718a2,explore,206,87.439
b8c8a3e0,query,204,341.574
b5a1784c,explore,22,135.552
363a51ea,query,18,312.346
391aba67,,50,
b84d68fe,index,30,60.587
38e3ee0f,query,156,381.054
374c2ca8,query,154,305.667
b7d5ed7a,,97,
b8ca5cd7,explore,115,93.561
386c9c39,,10,
381e19e6,explore,113,136.345
b8653385,explore,47,145.532
37c357dc,query,17,434.429
38a7e8b2,query,109,388.100
b8419b59,explore,22,143.461
b86e62d2,welcome,109,30.122
b9033768,query,24,432.988
391ca174,query,59,393.600
b94ebcb4,explore,22,79.063
38c76558,query,76,396.060
37ac3bea,explore,22,197.412
386c9c39,query,135,479.133
b9176de7,explore,82,77.273
b8c1fbac,query,17,416.481
b95144b9,query,88,395.201
35af9b86,welcome,7,21.507
38e4b42d,query,21,429.368
b959f35a,,30,
b887e1af,index,4,50.140
b804cee1,explore,140,130.696
38362dc7,query,30,315.130
35c181e1,welcome,23,41.032
b8c1fbac,explore,122,84.723
b8aa3018,explore,44,110.468
38edceae,welcome,8,34.106
37869704,query,66,423.396
3887c4bf,query,64,352.186
37bea6f2,explore,22,109.374
b9001574,query,97,339.932
39069c3a,explore,90,110.749
b8688818,welcome,16,37.320
b779a771,query,85,313.946
b8a3e272,query,134,342.029
b90615ce,explore,22,98.944
b907939e,,58,
38ca5ce9,welcome,7,11.261
391ca174,index,40,40.828
b8a7b3e1,index,15,25.655
b78fbcf0,explore,22,119.756
38f26f07,welcome,50,17.263
b84b1ec3,explore,67,121.905
37d1fe69,welcome,36,38.112
382cdde5,explore,39,82.145
b88d3fab,explore,262,147.086
3898c996,query,78,342.870
34ee03b8,,113,
39248759,explore,26,172.328
b7d8daa1,explore,24,123.034
37bea6f2,query,381,444.479
3910d2e4,query,57,412.477
b81c56df,,10,
386b32b6,query,36,335.044
38fa725b,index,6,51.315
37b33c75,welcome,15,22.298
b62ec66f,query,132,447.469
b93623f6,explore,29,140.046
381e19e6,explore,81,111.145
3898c996,explore,49,156.503
b841c8dc,welcome,19,39.878
b9810c54,welcome,10,26.000
b914fb40,query,22,338.832
b787821d,explore,51,64.269
3887c4bf,welcome,60,27.606
381057b5,welcome,14,40.978
34ee03b8,query,316,364.611
b8041265,explore,231,92.553
b8c01be8,query,17,397.362
b8c1fbac,query,17,358.213
b5503f5d,query,28,337.392
b85e23f1,query,19,408.800
b8837647,query,17,348.277
b90d573c,,10,
b85e23f1,welcome,10,24.538
b5503f5d,explore,112,143.184
b93990cd,query,17,330.804
386384b2,welcome,25,32.333
b99795ae,explore,22,87.594
b91ca70c,welcome,26,28.570
b8837647,query,118,462.416
b78d617e,welcome,45,36.192
b659c57c,index,4,35.557
3745cf59,query,78,336.046
b8c6bc84,index,6,30.166
b601d89f,query,240,453.174
38cd9330,welcome,95,35.517
b8e809a5,explore,22,75.870
38d230de,explore,22,169.848
b8877362,explore,63,122.219
b8975ca1,welcome,47,42.429
391aba67,query,52,367.588
388ec167,welcome,16,27.490
38abd294,index,18,52.758
b94586d6,explore,22,85.255
390d47b7,explore,221,73.076
b8169bb5,query,34,350.906
b8653385,explore,259,114.527
359b733f,query,138,361.439
38c373ed,explore,22,104.903
b93623f6,welcome,40,19.176
b911a261,index,38,53.886
b988c693,welcome,27,34.029
36954c40,query,119,334.836
38f6f67d,query,56,466.940
b7c0defa,query,29,424.134
37d722c7,explore,22,10.494
3831c504,welcome,75,22.998
b8c01be8,query,45,482.524
b9810c54,index,4,40.389
37b77952,welcome,9,5.000
38abd294,index,52,77.404
37625f95,query,17,395.966
390bfc6f,query,239,344.064
38b8786a,explore,22,80.999
b601d89f,welcome,7,36.107
387598a7,query,61,242.380
b8c9bf27,query,17,366.753
b8bbc92e,query,78,364.109
b779a771,,68,
390bfc6f,explore,46,151.664
390b2f2f,explore,53,70.191
b8a7b3e1,welcome,20,35.608
b8a5d080,explore,22,74.112
b7f001d1,query,17,330.738
b98bba62,explore,93,86.663
b8948bbd,query,130,379.371
38aa9764,explore,42,136.865
388dafc8,query,116,373.647
b956c43b,welcome,44,20.715
b62ec66f,welcome,13,25.898
381b8f82,,10,
b8e2116b,query,115,407.272
b7f27ed9,explore,268,80.473
37f7179a,welcome,8,29.974
389cc83d,index,10,45.487
b8382c2e,welcome,24,26.525
b8bbc92e,welcome,172,23.670
b8cfe070,query,44,258.786
b818a1d2,explore,25,132.361
b8aa3018,explore,67,97.266
394d0a93,query,48,451.392
b8c1fbac,explore,154,139.446
b8c1fbac,query,86,308.912
b8a5da63,welcome,117,39.981
b7ab0e84,explore,124,105.396
36900b7e,index,16,65.626
b90b86fa,query,150,280.161
38748001,,92,
36e6f771,query,267,364.321
37f13d8f,index,38,31.795
37c1f52a,query,380,328.594
b94ebcb4,explore,62,145.220
b8948bbd,explore,22,99.825
b7ab0e84,welcome,32,35.580
37d549f5,welcome,14,27.141
37b3e1af,query,17,417.510
395ee12f,explore,22,89.526
38d64a2e,index,4,30.409
b894aeb7,explore,39,108.603
38011cf5,welcome,7,33.974
3807084e,query,85,374.200
386b32b6,explore,22,146.880
38d55191,query,85,385.475
b6101a3d,explore,26,187.477
b8a1cb67,,117,
b892068e,explore,252,62.274
3910d2e4,query,17,401.658
b85d47a6,query,115,283.743
3905a421,explore,196,107.258
b8169bb5,query,75,440.663
382cdde5,explore,22,175.659
b7681b4d,query,47,447.531
b84aefa1,explore,191,147.760
37f13d8f,explore,22,79.917
390d47b7,,96,
38c373ed,index,47,40.159
b894aeb7,explore,22,98.824
b8a4310c,welcome,18,51.451
b907939e,query,145,448.361
35f8c3c6,query,21,477.335
b9329f10,index,4,38.560
38cc2669,index,4,69.092
b8447d62,explore,22,130.510
b8e12e6e,explore,22,83.104
b8c1fbac,explore,144,104.021
b911a261,query,17,369.872
3900f216,query,17,415.453
387598a7,query,48,411.078
38d64a2e,query,103,405.477
b8fa8577,welcome,7,44.494
b8b7f4ed,explore,46,90.717
b8a3e272,welcome,52,32.532
b9329f10,explore,22,70.565
37874df2,query,48,362.203
b9159ef1,query,43,366.179
b943b405,explore,22,79.518
39248759,query,34,300.888
38748001,,10,
b8e2116b,explore,22,109.542
b9329f10,explore,22,123.390
38ca5ce9,query,99,360.840
b841c8dc,welcome,39,34.233
38e4b42d,query,321,319.179
b7112974,welcome,7,19.370
b8e095e6,explore,110,81.235
39248759,welcome,45,28.674
3846924d,explore,402,144.286
384246ca,explore,125,150.701
b93becd3,query,302,505.518
37d0b1aa,index,19,28.646
38d230de,query,48,522.144
37b3e1af,index,42,55.412
3786d738,explore,62,139.640
b8fec97d,welcome,101,27.097
b787821d,explore,137,129.312
37bea6f2,explore,246,158.752
382e7d35,,10,
391a5492,explore,157,121.746
38d55191,,52,
b8bb093a,query,44,249.156
b90998fb,explore,37,136.363
37c2ec4e,query,472,329.823
38aa9764,query,191,303.602
3905a421,explore,22,135.073
36954c40,explore,22,137.856
b82434b6,explore,106,57.582
b7681b4d,,46,
b6032e7d,explore,91,90.479
37d549f5,query,53,453.490
38ca5ce9,index,24,61.809
b7e15902,explore,22,46.798
38d230de,explore,106,67.370
b79aa74c,index,15,34.968
384246ca,explore,596,139.436
b8d7325b,explore,93,97.387
b5503f5d,explore,60,162.006
38b1d420,explore,76,118.070
38e1bb0f,query,406,412.304
b7f72be4,explore,231,101.201
b8b92cf9,query,17,386.665
b818fcb7,query,33,329.040
37ff412a,welcome,28,34.789
b818fcb7,explore,80,98.187
b8a4310c,explore,131,98.646
b86e62d2,query,386,435.153
384bd788,welcome,7,23.881
b8c4aed5,welcome,86,27.948
b829157d,query,95,249.213
b959f35a,welcome,9,24.721
b7096a1b,explore,114,121.750
b8d572b8,query,205,293.039
b89767e9,,200,
38bad002,query,244,342.705
b84aefa1,query,21,485.372
3745cf59,query,755,418.603
b659c57c,welcome,38,32.480
38e4b42d,explore,53,65.687
35c181e1,query,45,456.677
b82434b6,index,4,39.508
b84d68fe,query,169,428.286
b892068e,explore,28,178.446
b8aa3018,query,100,314.496
395f2209,explore,33,108.629
38aa93e0,,52,
b94586d6,welcome,7,36.145
38505b86,explore,24,135.198
3828a5b7,welcome,11,31.795
b878fc6f,explore,107,86.753
b9033768,query,26,440.487
38563a7f,index,16,40.101
b8041265,query,293,484.476
3887c4bf,query,17,476.568
b82f3b00,welcome,12,26.548
36954c40,index,15,35.822
b7b8836b,query,118,382.894
38841a01,welcome,23,32.454
b8a1cb67,,21,
b8b84ca8,query,18,383.933
b914fb40,query,62,347.870
363a51ea,explore,22,85.767
39083bce,welcome,35,35.384
37c1f52a,index,21,55.058
389cc83d,query,24,307.540
b8c4aed5,explore,436,61.195
38a906dd,welcome,11,30.524
b90d7af7,explore,176,111.140
38b8786a,explore,152,152.865
38a8053a,query,26,404.569
35f8c3c6,welcome,14,17.841
381e19e6,query,145,325.815
b8d572b8,query,89,421.865
38f26f07,explore,88,137.403
393d4bde,query,40,433.238
38902478,query,317,391.505
b98bba62,query,19,358.091
35c181e1,index,4,39.607
b804cee1,query,78,478.196
39946190,welcome,7,27.776
b7ab0e84,query,36,366.012
3905a421,,19,
b9329f10,query,115,401.329
38e1271f,welcome,26,23.202
b90bbb27,query,108,444.757
b8a7b3e1,explore,64,117.585
b787821d,query,135,368.101
b84594ca,query,47,430.573
398a653a,index,4,58.304
38b0092b,explore,367,129.980
389f1851,explore,231,94.593
38d64a2e,query,131,416.835
3887c4bf,welcome,25,23.779
b90d7af7,explore,22,91.962
38cd9330,query,360,367.211
39044f87,,100,
39083bce,explore,32,120.376
37f8dca3,explore,22,79.423
b9810c54,query,17,375.752
b8c1fbac,index,9,33.981
37b718a2,query,17,332.961
b8e95904,query,67,340.936
389f1851,explore,22,123.799
b7ab0e84,explore,22,9.916
b78fbcf0,,15,
38ac9e6f,welcome,11,30.335
38dfa65c,welcome,16,28.876
386384b2,welcome,40,45.817
391ca174,index,19,43.013
38b94579,,64,
38841a01,explore,22,81.632
38d55191,query,212,358.295
b8f4d4c6,welcome,7,32.574
b875edba,explore,49,69.637
b601d89f,index,4,55.892
37869704,welcome,57,19.481
37f8dca3,explore,22,42.568
b897ffb8,welcome,27,31.148
378f49a4,query,411,446.733
b92ac6bf,index,4,36.746
b7ab0e84,query,41,404.894
37bea6f2,explore,22,209.078
391ca174,explore,185,130.719
38b1d420,index,4,60.781
b7d66c06,explore,247,114.827
3831c504,explore,65,144.536
b7d5ed7a,welcome,15,41.494
b82f3b00,query,78,246.218
b7f001d1,welcome,34,32.879
3786d738,welcome,14,37.207
b90eaa9e,query,117,334.448
b8658d44,index,9,47.509
38b94579,explore,40,102.021
b88d3fab,index,9,46.895
3925ba95,query,347,327.076
b84594ca,explore,35,95.751
b80cd3d8,explore,145,98.370
35f8c3c6,query,112,448.980
3924915d,query,85,385.744
b93cb6bd,explore,70,65.610
390dff6a,explore,308,68.804
389cc83d,explore,50,79.821
b8b7f4ed,query,113,350.076
b82f3b00,explore,188,147.458
b62ec66f,welcome,50,23.968
b8d7325b,explore,41,85.652
b818a1d2,query,73,454.592
393d4bde,explore,190,81.593
b894aeb7,query,103,349.033
38c1a11e,explore,52,81.844
b8bc1a7b,welcome,7,25.886
3715e55a,explore,214,147.375
b8b1e3af,query,35,316.379
b89c9a7d,query,66,389.019
b93990cd,index,4,26.701
b7d0234d,query,26,437.174
b8653385,query,58,358.761
b7c0defa,welcome,11,33.841
b82434b6,explore,22,90.383
b9441603,explore,135,128.373
b7c0defa,query,60,373.719
37f8dca3,explore,142,106.480
3886df93,explore,504,65.540
38b245f2,welcome,28,22.701
38a654ac,explore,102,127.963
b84594ca,query,128,444.493
3807084e,query,28,460.564
b926e20c,query,53,425.674
36954c40,explore,112,167.923
38ef1e28,welcome,7,25.044
395ee12f,welcome,51,31.601
b7e15902,query,145,333.087
b916f5ba,query,61,425.054
37116eb3,,42,
b8c8a3e0,explore,724,100.250
38886257,query,17,392.830
b905f723,explore,57,148.741
37fc47bb,query,98,296.232
b8fec97d,query,17,398.229
37ff412a,explore,264,110.281
391a5492,explore,43,62.989
390bfc6f,query,120,272.381
b90bbb27,welcome,18,17.456
38e3ee0f,query,322,443.180
38db6d7a,query,25,512.035
38dfa65c,welcome,14,19.948
39069c3a,welcome,21,22.630
b8a12480,welcome,24,26.232
b823c5dd,explore,257,114.952
b85d47a6,welcome,7,41.020
381e19e6,welcome,44,28.116
b80eb039,explore,22,132.239
b9691e6e,query,121,365.985
38886257,query,85,368.138
388dafc8,explore,105,108.933
3745cf59,welcome,24,29.756
b5503f5d,query,52,350.570
38d230de,,10,
b905f723,,56,
b7ab3227,query,51,381.295
b5a47725,query,28,374.284
b81c56df,welcome,7,19.479
b988c693,query,35,339.525
b7f27ed9,query,116,406.618
38563a7f,index,14,43.270
38a6eb8d,index,4,58.116
b9649b34,,34,
b9033768,,20,
b7d8daa1,welcome,43,44.936
3958d084,,45,
36b84dc0,query,17,317.873
b9159ef1,welcome,62,26.830
39248759,query,229,312.703
b7f27ed9,welcome,26,22.484
37c357dc,explore,22,105.389
384bd788,index,41,56.168
3886df93,,72,
b8793ac8,query,295,473.897
b7c0defa,query,17,314.714
38aa9764,explore,280,80.403
38e0d141,explore,161,135.778
387a1bb9,explore,131,143.851
38d55191,query,19,332.458
38c79ea2,query,89,432.086
391ca174,welcome,18,33.375
38f0d551,,10,
3887c4bf,explore,22,92.696
3812d36d,query,228,370.317
b7681b4d,explore,388,116.396
38b245f2,query,53,377.220
b5a47725,query,30,422.137
b7112974,query,86,335.976
b8658d44,query,18,392.175
b9810c54,query,22,387.924
3812d36d,welcome,33,35.025
b843e013,query,46,387.502
b8b92cf9,,26,
b887e1af,explore,36,127.957
36e6f771,explore,210,54.651
b91dcf06,query,90,435.599
b917e5cd,query,17,279.995
381e19e6,explore,22,106.436
38841a01,query,55,356.675
b907939e,welcome,7,31.376
37c1f52a,query,52,364.242
b8a3e272,explore,452,117.655
b7681b4d,query,34,431.713
36b84dc0,query,124,305.163
b804cee1,query,145,406.759
b7f001d1,welcome,33,36.046
b8f78219,,10,
b91ca70c,explore,542,114.395
38caddaf,query,59,430.391
b8122da4,query,95,395.907
b93becd3,query,34,338.004
38d64a2e,query,64,489.162
38257ba4,query,17,368.110
b8be6444,,89,
b787821d,explore,22,98.698
b943b405,query,112,404.834
b787821d,welcome,22,26.553
37b718a2,explore,41,143.209
38902478,welcome,136,35.110
b7f72be4,query,80,374.833
38965f23,query,107,449.533
b7681b4d,query,152,357.767
b943b405,index,28,36.679
b8bc1a7b,query,17,389.050
38748001,query,116,401.646
b787821d,query,17,387.717
3905a421,query,69,360.712
b8a5da63,welcome,49,28.905
b7f27ed9,query,28,410.472
b7f001d1,query,47,427.274
b93cb6bd,explore,49,84.136
389cc83d,query,65,380.528
b8cac1a5,query,17,254.395
b81ef401,query,19,383.076
38aa93e0,query,120,438.244
37ad6b5d,welcome,117,31.250
b943b405,,110,
b8e12e6e,welcome,30,10.002
38c1a11e,welcome,35,13.879
b988c693,explore,155,105.691
b7ab3227,,25,
36e6f771,query,58,408.904
37ad6b5d,explore,329,99.426
395ee12f,query,210,301.890
b86e62d2,query,17,432.710
37b77952,welcome,105,28.524
378f49a4,query,272,366.061
38c25a91,welcome,56,29.187
b7e15902,query,17,462.807
39044f87,,85,
b8ef90e3,explore,50,119.027
36e6f771,query,83,259.255
386384b2,explore,207,82.110
b8aeaf23,query,104,356.163
b8817b4a,explore,161,124.103
b7681b4d,query,344,413.233
390dff6a,explore,25,108.021
37116eb3,query,17,328.498
b8653385,explore,161,136.441
3925ba95,query,50,357.162
37ac3bea,explore,22,68.779
38aa9764,explore,75,145.909
b907939e,query,57,278.956
38b1d420,explore,260,85.660
b8382c2e,explore,233,162.701
b90998fb,welcome,42,29.170
391aba67,query,284,370.894
38c373ed,index,4,39.797
38bad002,query,182,409.744
3872fffb,,147,
b81ef401,welcome,11,22.905
b9342036,query,17,365.565
b89c9a7d,query,31,390.186
b897ffb8,explore,22,79.447
b88d3fab,welcome,7,28.166
37f7179a,welcome,7,37.970
b806dd03,explore,234,70.895
b9810c54,query,62,420.872
38a8053a,explore,35,74.247
b98ebec4,query,22,392.659
b787821d,query,18,363.791
38e1271f,query,87,403.384
37fb1a4f,index,4,74.770
b81c56df,query,17,410.142
388a2967,query,43,444.269
3828a5b7,explore,134,71.935
b8bc1a7b,explore,215,106.524
388dafc8,query,34,403.163
b894aeb7,welcome,22,29.952
b7d0234d,explore,49,112.054
b7ab0e84,explore,22,102.662
b8d7325b,index,4,75.183
37874df2,explore,213,94.195
37d0b1aa,explore,22,118.423
38916f1a,welcome,31,41.027
38f57621,query,160,378.080
388a2967,explore,22,30.192
38973351,explore,22,121.754
38e8133d,query,200,427.856
374c2ca8,explore,22,143.939
3935a21e,welcome,40,43.163
b8a1cb67,explore,144,167.781
b91ca70c,query,41,375.672
36b84dc0,,89,
b8cfe070,query,37,275.308
384bd788,explore,67,106.079
b9329f10,explore,22,188.154
b926e20c,query,19,433.481
38a7f199,query,37,467.900
34ee03b8,explore,22,130.490
3807084e,welcome,17,21.167
37e48182,explore,48,119.483
38c76558,,41,
38d230de,explore,22,101.133
388dafc8,welcome,30,25.938
38ec0790,explore,94,84.877
b6101a3d,explore,22,89.393
b829157d,explore,92,107.563
b8d7325b,welcome,15,35.489
b8b1e3af,index,19,42.581
b93cb6bd,explore,47,90.861
384246ca,index,29,52.899
37ff412a,welcome,10,19.704
b9810c54,query,57,316.696
391a5492,,148,
390d47b7,query,146,395.193
b90615ce,welcome,32,26.303
38a7f199,welcome,7,24.263
39385215,welcome,44,26.407
b912f9b2,query,52,281.988
37c2ec4e,query,43,463.604
b8419b59,query,17,457.085
35c181e1,explore,113,121.146
b95144b9,welcome,13,16.055
b62ec66f,explore,22,136.491
b8a687ac,index,19,36.812
b92ac6bf,explore,149,81.760
3887c4bf,index,4,41.582
38aa9764,explore,78,108.689
38f48a17,welcome,20,26.727
b8e95904,welcome,7,36.308
36955bd2,query,17,451.753
b7096a1b,explore,64,160.565
38ef1e28,explore,26,59.911
39065b99,explore,60,133.600
38b947b1,index,4,45.402
b867dc5a,index,7,44.193
3950974b,index,29,52.335
b98bba62,,118,
b7d66c06,explore,101,92.498
38d5f87c,query,36,314.324
b787821d,index,4,65.075
3887c4bf,welcome,24,31.907
b91dcf06,index,4,43.404
b7112974,welcome,118,37.072
b806dd03,query,104,298.834
37c357dc,query,32,353.984
383cd1a5,query,54,364.460
b82434b6,explore,178,80.607
390b2f2f,index,36,39.567
b5b3a0cd,explore,209,91.582
3898c996,welcome,20,38.038
38886257,welcome,49,16.535
37d1fe69,query,134,357.787
b8382c2e,query,60,389.299
38e8f839,query,57,394.136
37b718a2,query,104,434.341
3846924d,welcome,12,21.798
b8e095e6,,10,
38cc2669,query,174,392.790
b8e809a5,explore,198,63.211
b7d5ed7a,query,17,389.489
388a2967,query,251,411.683
b8bbc92e,index,7,59.537
381e9490,query,17,401.893
b926e20c,welcome,7,21.804
b7e37343,explore,142,86.287
38a6eb8d,query,124,406.727
b911a261,explore,55,76.971
38156a17,explore,40,88.152
39210a9f,query,17,294.503
b7f3e9fd,welcome,7,30.339
b8e809a5,,148,
b8b84ca8,query,88,419.044
b88f1036,query,195,513.345
b8cfe070,explore,549,143.561
b8837647,welcome,75,20.771
38841a01,query,143,437.643
3958d084,query,70,338.795
b875edba,explore,245,97.074
36955bd2,explore,27,48.163
38ac9e6f,query,27,408.411
b907939e,explore,22,80.583
b8a687ac,explore,114,185.994
38965f23,welcome,74,17.484
388853bd,welcome,11,21.854
b88d3fab,explore,90,108.540
38fa725b,explore,22,79.229
b84594ca,explore,61,143.410
384ca519,query,107,334.150
b84abd42,explore,173,127.791
38db6d7a,query,214,429.704
b7f001d1,query,17,432.982
38a654ac,,19,
38563a7f,query,19,375.920
b905f723,explore,82,110.348
b8a9be6c,query,148,413.735
38a7e8b2,query,17,384.812
b6101a3d,query,17,286.097
b8169bb5,query,17,398.165
38114720,index,7,41.575
b8bc1a7b,query,37,403.790
38cc2669,,75,
38902478,explore,89,114.287
38aa9764,welcome,15,23.838
